cc_num,amount,merch_lat,merch_long,atm_id,freq_date,average_date,total_date,freq_merc,average_merc,total_merc,freq_type,average_type,total_type,average_id,total_id,class
1346070489,15.02,43.197607,-73.701958,80897590,1,15.02,15.02,1,15.02,15.02,18,35.66333333,641.94,15.02,15.02,2
1368893231,68.39,42.493951,-73.293759,47875197,1,68.39,68.39,2,59.535,119.07,37,59.31135135,2194.52,68.39,68.39,2
1368067582,105.75,42.092968,-73.926718,63031614,1,105.75,105.75,1,105.75,105.75,9,50.58222222,455.24,105.75,105.75,2
1399412961,97.93,42.808534,-73.972934,26000091,1,97.93,97.93,2,115.79,231.58,33,117.3560606,3872.75,97.93,97.93,2
1439107771,5.23,43.354967,-72.578377,68209490,1,5.23,5.23,4,5.7275,22.91,26,7.476153846,194.38,5.23,5.23,2
1440037461,22.02,42.744774,-73.45932,15193667,1,22.02,22.02,1,22.02,22.02,23,46.81608696,1076.77,22.02,22.02,2
1372801227,5.29,41.801808,-73.846193,16699380,1,5.29,5.29,1,5.29,5.29,16,142.78375,2284.54,5.29,5.29,2
1338730662,51.44,42.31105,-73.256988,23631946,1,51.44,51.44,2,36.83,73.66,22,51.115,1124.53,51.44,51.44,2
1414359562,49.88,41.943278,-73.051336,49455649,1,49.88,49.88,2,61.23,122.46,37,59.31135135,2194.52,49.88,49.88,2
1447440844,63.43,42.757581,-72.429547,71489902,1,63.43,63.43,2,72.185,144.37,37,59.31135135,2194.52,63.43,63.43,2
1342905205,72.76,41.931708,-72.942816,93455596,1,72.76,72.76,2,88.6,177.2,33,117.3560606,3872.75,72.76,72.76,2
1376049832,28.94,42.513046,-73.734219,89046708,1,28.94,28.94,1,28.94,28.94,18,35.66333333,641.94,28.94,28.94,2
1326899449,10.82,41.563723,-73.74765,73560883,1,10.82,10.82,1,10.82,10.82,10,26.72,267.2,10.82,10.82,2
1383727594,42.14,41.879153,-73.327662,27232149,1,42.14,42.14,2,63.68,127.36,23,46.81608696,1076.77,42.14,42.14,2
1420431159,10.42,43.318297,-72.726082,29921638,1,10.42,10.42,1,10.42,10.42,23,46.81608696,1076.77,10.42,10.42,2
1416156436,28.36,43.306671,-73.445626,18346558,1,28.36,28.36,2,38.49,76.98,37,59.31135135,2194.52,28.36,28.36,2
1360687121,86.29,42.472776,-73.539488,19668970,1,86.29,86.29,2,67.94,135.88,9,50.58222222,455.24,86.29,86.29,2
1365256507,3.91,41.622554,-73.881857,40440187,1,3.91,3.91,1,3.91,3.91,16,142.78375,2284.54,3.91,3.91,2
1331212107,6.35,41.717567,-73.040826,57672434,1,6.35,6.35,1,6.35,6.35,18,35.66333333,641.94,6.35,6.35,2
1411265696,2.4,42.346443,-72.784284,60821058,1,2.4,2.4,1,2.4,2.4,26,7.476153846,194.38,2.4,2.4,2
1350375407,2.77,42.522391,-72.645029,33817736,1,2.77,2.77,2,36.815,73.63,9,50.58222222,455.24,2.77,2.77,2
1371290795,3.94,41.917362,-73.020934,23926523,1,3.94,3.94,1,3.94,3.94,9,50.58222222,455.24,3.94,3.94,2
1417483411,1.7,43.233239,-74.357634,87802849,1,1.7,1.7,1,1.7,1.7,26,7.476153846,194.38,1.7,1.7,2
1373923958,88.72,43.014766,-74.190685,83888717,1,88.72,88.72,2,84.025,168.05,33,117.3560606,3872.75,88.72,88.72,2
1446595276,38.93,42.610246,-73.500831,25164,1,38.93,38.93,1,38.93,38.93,5,44.708,223.54,38.93,38.93,2
1377052199,43.19,42.389719,-73.215739,65521854,1,43.19,43.19,1,43.19,43.19,23,46.81608696,1076.77,43.19,43.19,2
1372546972,132.28,42.185856,-74.044301,87431926,1,132.28,132.28,2,118.705,237.41,33,117.3560606,3872.75,132.28,132.28,2
1371394827,105.13,42.633324,-73.869686,66916000,1,105.13,105.13,2,118.705,237.41,33,117.3560606,3872.75,105.13,105.13,2
1353661242,81.02,42.295124,-72.536579,746090,1,81.02,81.02,2,98.355,196.71,23,46.81608696,1076.77,81.02,81.02,2
1408340216,29.13,43.153774,-73.786608,65391068,1,29.13,29.13,1,29.13,29.13,5,44.708,223.54,29.13,29.13,2
1450029612,5.77,43.213243,-74.007992,42298809,1,5.77,5.77,1,5.77,5.77,22,51.115,1124.53,5.77,5.77,2
1410381803,11.53,43.124746,-73.959983,24496575,1,11.53,11.53,1,11.53,11.53,22,51.115,1124.53,11.53,11.53,2
1440228902,6.98,42.029682,-74.293224,74643165,1,6.98,6.98,2,6.465,12.93,9,258.27,2324.43,6.98,6.98,2
1377420805,7.53,42.363966,-74.298222,37397630,1,7.53,7.53,1,7.53,7.53,26,7.476153846,194.38,7.53,7.53,2
1386337838,9.05,42.451585,-73.267332,18674507,1,9.05,9.05,2,35.445,70.89,22,51.115,1124.53,9.05,9.05,2
1430920879,25.74,41.635633,-72.948248,70732245,1,25.74,25.74,1,25.74,25.74,10,26.72,267.2,25.74,25.74,2
1427013802,1.9,42.962993,-73.477732,19082493,1,1.9,1.9,1,1.9,1.9,26,7.476153846,194.38,1.9,1.9,2
1379515617,53.93,41.88247,-73.667733,52803208,1,53.93,53.93,3,78.94,236.82,37,59.31135135,2194.52,53.93,53.93,2
1429706521,9.24,41.961555,-73.457945,59192312,1,9.24,9.24,1,9.24,9.24,18,35.66333333,641.94,9.24,9.24,2
1445038093,276.65,42.789344,-89.329424,18674507,3,480.62,1441.86,3,218.6666667,656,36,98.02777778,3529,276.65,276.65,1
1445123269,255.44,41.839272,-89.579535,96763254,6,340.6233333,2043.74,2,156.845,313.69,36,98.02777778,3529,255.44,255.44,1
1445038085,866.18,42.113048,-88.380742,19458250,3,480.62,1441.86,1,866.18,866.18,9,161.7122222,1455.41,866.18,866.18,1
1445044296,9.48,42.393898,-88.603641,39217660,6,340.6233333,2043.74,2,49.54,99.08,23,65.96434783,1517.18,9.48,9.48,1
1445035632,299.03,41.228751,-89.143819,20529192,3,480.62,1441.86,2,177.155,354.31,36,98.02777778,3529,299.03,299.03,1
1445125860,302.16,41.195826,-88.671924,73629450,6,340.6233333,2043.74,1,302.16,302.16,36,98.02777778,3529,302.16,302.16,1
1445087788,305.36,41.971199,-89.780022,44662929,6,340.6233333,2043.74,1,305.36,305.36,36,98.02777778,3529,305.36,305.36,1
1445124529,329.84,42.193178,-88.632933,14947360,6,340.6233333,2043.74,3,218.6666667,656,36,98.02777778,3529,329.84,329.84,1
1445052297,841.46,41.82981,-89.96175,13504496,6,340.6233333,2043.74,1,841.46,841.46,6,183.8583333,1103.15,841.46,841.46,1
1386608162,39.48,41.781995,-90.016555,74158591,1,39.48,39.48,2,51.03,102.06,36,98.02777778,3529,39.48,39.48,2
1355162568,82.45,42.433836,-88.451315,36842049,1,82.45,82.45,3,61.98333333,185.95,23,65.96434783,1517.18,82.45,82.45,2
1380810471,36.82,43.048098,-88.488502,57366586,1,36.82,36.82,2,49.45,98.9,36,98.02777778,3529,36.82,36.82,2
1404276264,4.75,41.479038,-88.504382,74821082,1,4.75,4.75,2,3.1,6.2,18,362.2383333,6520.29,4.75,4.75,2
1345034052,64.72,42.584911,-90.041007,25403244,1,64.72,64.72,1,64.72,64.72,36,98.02777778,3529,64.72,64.72,2
1431906783,36.65,41.804785,-88.625187,24051446,1,36.65,36.65,2,82.825,165.65,14,57.39214286,803.49,36.65,36.65,2
1414680976,95.35,42.013101,-88.450965,39516596,1,95.35,95.35,2,56.655,113.31,16,25.21375,403.42,95.35,95.35,2
1327398517,6.03,42.542669,-89.611409,20537036,1,6.03,6.03,1,6.03,6.03,6,183.8583333,1103.15,6.03,6.03,2
1429306359,45.55,43.07727,-88.121578,18931662,1,45.55,45.55,1,45.55,45.55,36,98.02777778,3529,45.55,45.55,2
1436540300,55.09,42.033654,-89.766333,74211418,1,55.09,55.09,3,61.98333333,185.95,23,65.96434783,1517.18,55.09,55.09,2
1348227977,73.79,42.961676,-88.142328,19668970,1,73.79,73.79,1,73.79,73.79,9,35.39444444,318.55,73.79,73.79,2
1332941570,48.07,41.573129,-88.291671,65839300,1,48.07,48.07,2,47.82,95.64,36,98.02777778,3529,48.07,48.07,2
1395264929,580.09,42.271915,-89.1469,57722481,1,580.09,580.09,1,580.09,580.09,10,72.14,721.4,580.09,580.09,2
1403999497,60.42,42.371374,-89.10564,81775057,1,60.42,60.42,1,60.42,60.42,9,161.7122222,1455.41,60.42,60.42,2
1333504510,50.78,42.254104,-90.039178,81632756,1,50.78,50.78,1,50.78,50.78,7,68.04571429,476.32,50.78,50.78,2
1386689434,115.98,42.079353,-90.074952,9473379,1,115.98,115.98,1,115.98,115.98,16,25.21375,403.42,115.98,115.98,2
1375296685,17.96,41.613592,-89.54271,53259585,1,17.96,17.96,2,56.655,113.31,16,25.21375,403.42,17.96,17.96,2
1402518047,107.34,42.580311,-89.260832,41038598,1,107.34,107.34,3,123.9366667,371.81,18,70.51444444,1269.26,107.34,107.34,2
1350396544,36.31,41.24818,-89.742549,31153843,1,36.31,36.31,1,36.31,36.31,19,99.48210526,1890.16,36.31,36.31,2
1417820307,41.75,41.883393,-88.33222,20818111,1,41.75,41.75,2,41.375,82.75,36,98.02777778,3529,41.75,41.75,2
1332020806,41.26,41.408353,-89.602798,46474032,1,41.26,41.26,1,41.26,41.26,19,99.48210526,1890.16,41.26,41.26,2
1403908264,172.69,42.266573,-88.177781,58487266,1,172.69,172.69,3,72.23666667,216.71,19,99.48210526,1890.16,172.69,172.69,2
1408267872,4.33,42.754075,-89.671231,96867754,2,5.755,11.51,1,4.33,4.33,9,35.39444444,318.55,4.33,4.33,2
1341673383,113.34,42.283908,-88.221599,26420288,1,113.34,113.34,1,113.34,113.34,14,57.39214286,803.49,113.34,113.34,2
1450997304,21.87,42.743458,-89.473672,98952502,1,21.87,21.87,2,14.62,29.24,10,72.14,721.4,21.87,21.87,2
1344256130,58.93,41.880397,-89.909449,50071975,1,58.93,58.93,1,58.93,58.93,10,72.14,721.4,58.93,58.93,2
1332622159,78.75,42.588394,-90.01151,75169206,2,41.025,82.05,1,78.75,78.75,19,99.48210526,1890.16,78.75,78.75,2
1402924032,37.5,41.774189,-88.614778,15627971,1,37.5,37.5,3,112.8033333,338.41,18,70.51444444,1269.26,37.5,37.5,2
1383510371,36.43,42.303158,-88.211727,9603790,1,36.43,36.43,1,36.43,36.43,36,98.02777778,3529,36.43,36.43,2
1440186352,47.17,41.516882,-88.249939,47196933,1,47.17,47.17,2,48.705,97.41,23,65.96434783,1517.18,47.17,47.17,2
1384517875,42.74,42.744512,-89.994327,20751784,1,42.74,42.74,2,47.275,94.55,36,98.02777778,3529,42.74,42.74,2
1426296015,57.56,41.678119,-88.180605,21105500,1,57.56,57.56,1,57.56,57.56,7,68.04571429,476.32,57.56,57.56,2
1432753966,7.5,41.546404,-88.883227,30944411,1,7.5,7.5,1,7.5,7.5,10,72.14,721.4,7.5,7.5,2
1384444171,92.77,42.46426,-89.147007,76748042,1,92.77,92.77,2,64.085,128.17,18,70.51444444,1269.26,92.77,92.77,2
1373357629,52.32,42.341615,-88.965444,64585635,1,52.32,52.32,1,52.32,52.32,9,35.39444444,318.55,52.32,52.32,2
1413234339,29.2,42.315478,-89.731163,15509390,1,29.2,29.2,1,29.2,29.2,18,70.51444444,1269.26,29.2,29.2,2
1366553054,9.88,42.196871,-88.375673,57384542,1,9.88,9.88,1,9.88,9.88,16,25.21375,403.42,9.88,9.88,2
1415333425,124.47,41.298563,-89.182336,75576844,2,75.165,150.33,1,124.47,124.47,7,68.04571429,476.32,124.47,124.47,2
1407561573,6.83,42.117838,-88.504655,6431471,1,6.83,6.83,1,6.83,6.83,18,362.2383333,6520.29,6.83,6.83,2
1394852934,43.63,42.087388,-88.301316,27232149,2,59.12,118.24,2,49.55,99.1,7,68.04571429,476.32,43.63,43.63,2
1450555659,7.37,42.183451,-89.702719,5435098,1,7.37,7.37,2,14.62,29.24,10,72.14,721.4,7.37,7.37,2
1373778115,2.78,41.660521,-89.182131,82846282,1,2.78,2.78,1,2.78,2.78,9,35.39444444,318.55,2.78,2.78,2
1438449934,2.53,42.988996,-89.627116,24669283,1,2.53,2.53,1,2.53,2.53,16,25.21375,403.42,2.53,2.53,2
1364301695,63.94,41.303504,-89.004572,745499,1,63.94,63.94,1,63.94,63.94,23,65.96434783,1517.18,63.94,63.94,2
1357136880,75.93,41.267904,-89.747829,49190458,1,75.93,75.93,1,75.93,75.93,36,98.02777778,3529,75.93,75.93,2
1418498611,39.01,42.913037,-89.503241,25713428,1,39.01,39.01,1,39.01,39.01,23,65.96434783,1517.18,39.01,39.01,2
1376063363,62.46,42.423037,-89.016345,48841962,1,62.46,62.46,1,62.46,62.46,14,57.39214286,803.49,62.46,62.46,2
1402252713,24.33,41.78341,-88.740672,21030888,1,24.33,24.33,1,24.33,24.33,18,70.51444444,1269.26,24.33,24.33,2
1439716883,1.58,41.853455,-89.214228,5233762,1,1.58,1.58,1,1.58,1.58,18,362.2383333,6520.29,1.58,1.58,2
1434202973,247.32,41.710381,-88.832642,19529905,1,247.32,247.32,2,144.485,288.97,9,161.7122222,1455.41,247.32,247.32,2
1395089321,47.57,41.470171,-88.421141,44016500,1,47.57,47.57,2,47.82,95.64,36,98.02777778,3529,47.57,47.57,2
1431074408,55.47,41.590367,-89.002742,42298809,1,55.47,55.47,2,49.55,99.1,7,68.04571429,476.32,55.47,55.47,2
1340982616,54.58,42.642226,-89.729267,94767322,1,54.58,54.58,1,54.58,54.58,18,70.51444444,1269.26,54.58,54.58,2
1416657669,7.41,43.017679,-89.763701,93295253,1,7.41,7.41,3,45.91666667,137.75,14,57.39214286,803.49,7.41,7.41,2
1387754618,46.53,42.824818,-88.433375,24737999,2,40.965,81.93,1,46.53,46.53,36,98.02777778,3529,46.53,46.53,2
1336601229,189.45,42.478921,-89.214807,3894163,1,189.45,189.45,3,123.9366667,371.81,18,70.51444444,1269.26,189.45,189.45,2
1446666321,71,42.200961,-88.264851,52611315,1,71,71,1,71,71,36,98.02777778,3529,71,71,2
1356786210,88.91,41.672403,-88.307521,80897590,1,88.91,88.91,1,88.91,88.91,14,57.39214286,803.49,88.91,88.91,2
1330972007,82.04,42.353506,-88.287884,13010645,1,82.04,82.04,1,82.04,82.04,19,99.48210526,1890.16,82.04,82.04,2
1387542890,44.83,42.621824,-89.7694,66649441,1,44.83,44.83,3,72.40333333,217.21,23,65.96434783,1517.18,44.83,44.83,2
1425461505,41.65,42.62909,-90.071658,38782954,1,41.65,41.65,2,144.485,288.97,10,75.157,751.57,41.65,41.65,2
1330879586,283.25,41.330677,-89.574204,56714692,2,142.32,284.64,3,112.8033333,338.41,18,70.51444444,1269.26,283.25,283.25,2
1346276642,5.78,41.607699,-88.420627,10887011,2,33.93,67.86,1,5.78,5.78,6,10.65,63.9,5.78,5.78,2
1394385620,66.27,41.941618,-88.619515,62938297,1,66.27,66.27,1,66.27,66.27,23,65.96434783,1517.18,66.27,66.27,2
1384115417,9.49,42.796744,-89.667788,69067402,1,9.49,9.49,2,13.405,26.81,16,25.21375,403.42,9.49,9.49,2
1417359459,17.88,41.826482,-88.620437,5982158,1,17.88,17.88,1,17.88,17.88,19,99.48210526,1890.16,17.88,17.88,2
1363381968,53.98,42.768132,-89.126503,36517763,1,53.98,53.98,2,76.83,153.66,36,98.02777778,3529,53.98,53.98,2
1364452189,1.67,41.43598,-89.290901,37401276,1,1.67,1.67,2,3.73,7.46,18,362.2383333,6520.29,1.67,1.67,2
1449647943,3.35,41.728603,-89.950027,84595942,3,28.52666667,85.58,1,3.35,3.35,18,362.2383333,6520.29,3.35,3.35,2
1423752091,52.97,41.283443,-89.185339,6551285,1,52.97,52.97,1,52.97,52.97,14,57.39214286,803.49,52.97,52.97,2
1427435126,5.79,42.53282,-89.803807,69041075,1,5.79,5.79,2,3.73,7.46,18,362.2383333,6520.29,5.79,5.79,2
1408892590,57.29,41.987921,-88.207073,76254130,1,57.29,57.29,1,57.29,57.29,14,57.39214286,803.49,57.29,57.29,2
1363908601,112.13,41.659606,-89.590586,58237298,1,112.13,112.13,3,72.40333333,217.21,23,65.96434783,1517.18,112.13,112.13,2
1380334241,4863.29,42.257634,-89.051884,6720889,2,2452.145,4904.29,1,4863.29,4863.29,18,362.2383333,6520.29,4863.29,4863.29,2
1330904495,1.39,41.734728,-89.917857,19280325,2,142.32,284.64,2,29.01,58.02,16,25.21375,403.42,1.39,1.39,2
1376771968,112.27,42.629051,-89.395919,54151307,1,112.27,112.27,1,112.27,112.27,19,99.48210526,1890.16,112.27,112.27,2
1340472270,75.02,41.352236,-88.499085,55784054,1,75.02,75.02,3,123.9366667,371.81,18,70.51444444,1269.26,75.02,75.02,2
1418997626,1.63,42.215168,-89.957107,82860486,1,1.63,1.63,1,1.63,1.63,16,25.21375,403.42,1.63,1.63,2
1406351287,85.52,41.296863,-89.55061,39288899,1,85.52,85.52,1,85.52,85.52,7,68.04571429,476.32,85.52,85.52,2
1399497902,2.63,42.602687,-88.867208,60585479,2,2.975,5.95,3,72.23666667,216.71,19,99.48210526,1890.16,2.63,2.63,2
1327099585,8.44,41.424116,-89.715062,24726238,1,8.44,8.44,1,8.44,8.44,10,72.14,721.4,8.44,8.44,2
1411061462,29.89,41.127612,-89.268359,73227526,1,29.89,29.89,1,29.89,29.89,16,25.21375,403.42,29.89,29.89,2
1402628192,72.02,41.285592,-89.317004,70898873,1,72.02,72.02,2,164.965,329.93,10,75.157,751.57,72.02,72.02,2
1337716216,8.94,41.42747,-88.751645,97956723,1,8.94,8.94,1,8.94,8.94,6,10.65,63.9,8.94,8.94,2
1419425440,7.41,42.968729,-89.004612,23994515,1,7.41,7.41,1,7.41,7.41,16,25.21375,403.42,7.41,7.41,2
1379535784,262.9,42.044848,-89.452698,84496379,1,262.9,262.9,2,133.115,266.23,9,161.7122222,1455.41,262.9,262.9,2
1410038047,64.75,42.49012,-88.769828,75536473,1,64.75,64.75,1,64.75,64.75,36,98.02777778,3529,64.75,64.75,2
1383173384,5.79,42.86556,-88.161856,92344570,1,5.79,5.79,2,3.55,7.1,9,161.7122222,1455.41,5.79,5.79,2
1396113186,3.4,41.981491,-88.950572,25155259,1,3.4,3.4,1,3.4,3.4,19,99.48210526,1890.16,3.4,3.4,2
1365341867,9.46,43.064156,-88.560684,18736526,1,9.46,9.46,1,9.46,9.46,18,70.51444444,1269.26,9.46,9.46,2
1335823636,392.4,42.568894,-89.250974,90706875,1,392.4,392.4,2,197.3,394.6,19,99.48210526,1890.16,392.4,392.4,2
1450331287,4.65,41.913574,-89.223121,47521247,2,50.805,101.61,2,611.09,1222.18,18,362.2383333,6520.29,4.65,4.65,2
1413667281,50.27,41.849049,-89.964689,70476651,1,50.27,50.27,1,50.27,50.27,18,70.51444444,1269.26,50.27,50.27,2
1394997323,4.94,42.552337,-89.550368,93111935,1,4.94,4.94,1,4.94,4.94,16,25.21375,403.42,4.94,4.94,2
1396825004,58.44,41.383101,-89.35637,83395086,1,58.44,58.44,1,58.44,58.44,36,98.02777778,3529,58.44,58.44,2
1440689906,14.49,43.011735,-89.660161,3157183,1,14.49,14.49,1,14.49,14.49,14,57.39214286,803.49,14.49,14.49,2
1444656951,77.59,42.113742,-88.714014,68174033,1,77.59,77.59,3,45.91666667,137.75,14,57.39214286,803.49,77.59,77.59,2
1399452386,3.32,42.728743,-89.679304,40368443,2,2.975,5.95,2,2.3,4.6,18,362.2383333,6520.29,3.32,3.32,2
1408234897,7.18,42.856243,-88.257245,35840664,2,5.755,11.51,1,7.18,7.18,18,362.2383333,6520.29,7.18,7.18,2
1388222410,2.56,42.415034,-90.073299,13498009,1,2.56,2.56,1,2.56,2.56,18,362.2383333,6520.29,2.56,2.56,2
1425852912,50.24,42.310648,-88.317048,50837175,1,50.24,50.24,2,48.705,97.41,23,65.96434783,1517.18,50.24,50.24,2
1345828714,28.88,42.551704,-88.906386,72520789,1,28.88,28.88,2,20.8,41.6,14,57.39214286,803.49,28.88,28.88,2
1417875446,129,42.472919,-89.297001,25998764,1,129,129,2,82.825,165.65,14,57.39214286,803.49,129,129,2
1390575752,5,41.357941,-88.315669,16533677,1,5,5,1,5,5,16,25.21375,403.42,5,5,2
1331564336,48.41,42.544988,-88.9,18284928,1,48.41,48.41,3,61.98333333,185.95,23,65.96434783,1517.18,48.41,48.41,2
1385936666,71.4,41.231509,-89.100456,20445973,1,71.4,71.4,1,71.4,71.4,36,98.02777778,3529,71.4,71.4,2
1394902282,74.61,42.457147,-89.149337,99880033,2,59.12,118.24,1,74.61,74.61,23,65.96434783,1517.18,74.61,74.61,2
1384628542,56.63,41.330332,-89.93257,55770828,1,56.63,56.63,2,29.01,58.02,36,98.02777778,3529,56.63,56.63,2
1392411284,49.51,42.802205,-88.574208,70480276,1,49.51,49.51,3,218.6666667,656,36,98.02777778,3529,49.51,49.51,2
1326746584,54.79,41.447171,-89.827722,27821282,1,54.79,54.79,1,54.79,54.79,36,98.02777778,3529,54.79,54.79,2
1355233949,3.33,41.785887,-89.551641,47526785,1,3.33,3.33,2,133.115,266.23,9,161.7122222,1455.41,3.33,3.33,2
1443093280,55.21,42.694353,-88.167292,38071997,1,55.21,55.21,2,40.535,81.07,10,75.157,751.57,55.21,55.21,2
1364055569,12.72,41.865972,-89.702196,27893555,1,12.72,12.72,2,20.8,41.6,14,57.39214286,803.49,12.72,12.72,2
1345299642,68.73,41.570157,-88.745491,61726956,1,68.73,68.73,1,68.73,68.73,36,98.02777778,3529,68.73,68.73,2
1334238045,68.62,41.143166,-89.506512,82206789,1,68.62,68.62,1,68.62,68.62,23,65.96434783,1517.18,68.62,68.62,2
1399613104,13.27,41.290312,-88.728251,46365354,1,13.27,13.27,1,13.27,13.27,6,183.8583333,1103.15,13.27,13.27,2
1408027408,3.01,42.746984,-88.63236,8427397,1,3.01,3.01,1,3.01,3.01,10,72.14,721.4,3.01,3.01,2
1383310535,58.55,42.989709,-89.167512,95939728,1,58.55,58.55,1,58.55,58.55,23,65.96434783,1517.18,58.55,58.55,2
1426951764,38.14,42.442688,-88.824106,73746676,1,38.14,38.14,1,38.14,38.14,18,70.51444444,1269.26,38.14,38.14,2
1415324957,25.86,41.350845,-90.040266,62938785,2,75.165,150.33,2,40.535,81.07,10,75.157,751.57,25.86,25.86,2
1345347910,9.87,41.335448,-90.023648,60006653,1,9.87,9.87,1,9.87,9.87,18,362.2383333,6520.29,9.87,9.87,2
1341060674,69.03,41.348328,-89.176,67830473,1,69.03,69.03,1,69.03,69.03,14,57.39214286,803.49,69.03,69.03,2
1382653960,5.01,42.066759,-88.967287,93390170,1,5.01,5.01,1,5.01,5.01,9,161.7122222,1455.41,5.01,5.01,2
1408209248,17.66,41.8548,-88.268225,86851923,1,17.66,17.66,3,112.8033333,338.41,18,70.51444444,1269.26,17.66,17.66,2
1406501502,99.68,42.63068,-88.245505,27356036,1,99.68,99.68,2,76.83,153.66,36,98.02777778,3529,99.68,99.68,2
1336799953,8.32,42.550952,-88.434437,23926523,1,8.32,8.32,1,8.32,8.32,18,362.2383333,6520.29,8.32,8.32,2
1380402686,41,42.026734,-88.774639,83060878,2,2452.145,4904.29,2,41.375,82.75,36,98.02777778,3529,41,41,2
1401773646,70.68,42.363678,-88.220059,87552294,1,70.68,70.68,3,52.75,158.25,10,75.157,751.57,70.68,70.68,2
1366209993,64.97,42.305227,-88.988285,2107523,1,64.97,64.97,1,64.97,64.97,23,65.96434783,1517.18,64.97,64.97,2
1450370252,96.96,42.264976,-89.124051,69008825,2,50.805,101.61,1,96.96,96.96,23,65.96434783,1517.18,96.96,96.96,2
1436824276,69.34,42.077003,-88.823451,5860364,1,69.34,69.34,1,69.34,69.34,23,65.96434783,1517.18,69.34,69.34,2
1370658456,213.34,41.659709,-88.568465,1028324,1,213.34,213.34,1,213.34,213.34,6,183.8583333,1103.15,213.34,213.34,2
1352682599,40.86,41.17919,-88.615799,63812039,1,40.86,40.86,2,21.46,42.92,9,35.39444444,318.55,40.86,40.86,2
1362661016,66.59,42.408401,-89.686549,59749943,1,66.59,66.59,1,66.59,66.59,23,65.96434783,1517.18,66.59,66.59,2
1427057459,25.46,42.599763,-88.662669,70032819,1,25.46,25.46,1,25.46,25.46,16,25.21375,403.42,25.46,25.46,2
1354205075,2.2,42.277451,-88.919886,57174051,1,2.2,2.2,2,197.3,394.6,19,99.48210526,1890.16,2.2,2.2,2
1450408452,257.91,42.959935,-88.421987,12414871,1,257.91,257.91,2,164.965,329.93,10,75.157,751.57,257.91,257.91,2
1425672038,5.66,41.221936,-88.489807,87323887,1,5.66,5.66,1,5.66,5.66,16,25.21375,403.42,5.66,5.66,2
1449691569,60.25,42.768666,-88.123386,760836,3,28.52666667,85.58,3,72.40333333,217.21,23,65.96434783,1517.18,60.25,60.25,2
1426189203,103.51,42.12536,-89.474525,73845621,1,103.51,103.51,1,103.51,103.51,36,98.02777778,3529,103.51,103.51,2
1418202169,1217.53,42.671849,-88.443199,74135981,1,1217.53,1217.53,2,611.09,1222.18,18,362.2383333,6520.29,1217.53,1217.53,2
1374939018,23.51,42.743278,-88.358147,4331681,1,23.51,23.51,1,23.51,23.51,10,72.14,721.4,23.51,23.51,2
1334533378,55.28,41.925086,-88.526979,84346742,1,55.28,55.28,2,177.155,354.31,36,98.02777778,3529,55.28,55.28,2
1446086810,6.15,42.669656,-88.255084,37378899,1,6.15,6.15,1,6.15,6.15,6,183.8583333,1103.15,6.15,6.15,2
1371475326,1.31,41.5427,-89.631409,77352514,1,1.31,1.31,2,3.55,7.1,9,161.7122222,1455.41,1.31,1.31,2
1348972017,2.06,42.770945,-89.895328,3162323,1,2.06,2.06,2,21.46,42.92,9,35.39444444,318.55,2.06,2.06,2
1352477946,58.25,42.165793,-89.271601,34252925,1,58.25,58.25,2,156.845,313.69,36,98.02777778,3529,58.25,58.25,2
1346276582,62.08,41.731942,-89.507655,20061784,2,33.93,67.86,2,49.45,98.9,36,98.02777778,3529,62.08,62.08,2
1385048619,62.58,41.210001,-90.063757,60821058,1,62.58,62.58,2,51.03,102.06,36,98.02777778,3529,62.58,62.58,2
1329784042,76.93,41.437891,-88.290835,67719013,1,76.93,76.93,1,76.93,76.93,10,75.157,751.57,76.93,76.93,2
1436734791,52.75,42.407775,-89.034471,28013600,1,52.75,52.75,3,45.91666667,137.75,14,57.39214286,803.49,52.75,52.75,2
1423865437,89.6,42.916806,-89.553737,36446186,1,89.6,89.6,2,49.54,99.08,23,65.96434783,1517.18,89.6,89.6,2
1419597107,53.53,41.384887,-88.738755,93093996,2,58.935,117.87,1,53.53,53.53,16,25.21375,403.42,53.53,53.53,2
1369853984,1.27,41.734479,-89.534299,69824029,1,1.27,1.27,1,1.27,1.27,19,99.48210526,1890.16,1.27,1.27,2
1338783766,22.9,41.443728,-89.256477,33599793,1,22.9,22.9,1,22.9,22.9,6,183.8583333,1103.15,22.9,22.9,2
1449290783,7.29,41.603881,-88.834981,48641548,1,7.29,7.29,1,7.29,7.29,9,35.39444444,318.55,7.29,7.29,2
1413574411,71.79,41.65805,-89.510673,82967161,1,71.79,71.79,1,71.79,71.79,36,98.02777778,3529,71.79,71.79,2
1419638298,64.34,41.260469,-90.069784,23631946,2,58.935,117.87,1,64.34,64.34,23,65.96434783,1517.18,64.34,64.34,2
1387730210,35.4,42.239169,-88.622211,19305578,2,40.965,81.93,2,64.085,128.17,18,70.51444444,1269.26,35.4,35.4,2
1355451775,63.74,42.552636,-89.672812,68610319,1,63.74,63.74,1,63.74,63.74,10,75.157,751.57,63.74,63.74,2
1433221344,374.19,42.474678,-88.803253,67779208,1,374.19,374.19,1,374.19,374.19,18,362.2383333,6520.29,374.19,374.19,2
1449630297,21.98,41.98123,-89.771001,59198970,3,28.52666667,85.58,3,52.75,158.25,10,75.157,751.57,21.98,21.98,2
